,Magnitude(acc)__sum_values,Magnitude(acc)__median,Magnitude(acc)__mean,Magnitude(acc)__length,Magnitude(acc)__standard_deviation,Magnitude(acc)__variance,Magnitude(acc)__root_mean_square,Magnitude(acc)__maximum,Magnitude(acc)__absolute_maximum,Magnitude(acc)__minimum,speed__sum_values,speed__median,speed__mean,speed__length,speed__standard_deviation,speed__variance,speed__root_mean_square,speed__maximum,speed__absolute_maximum,speed__minimum,roll__standard_deviation,roll__variance,roll__root_mean_square,pitch__standard_deviation,pitch__variance,pitch__root_mean_square,pitch__absolute_maximum,yaw__standard_deviation,yaw__variance,activity
\1. Car_CSV\Auto-2023-05-14_16-22-43_3,3465.52314088336,0.5177927781058125,0.562311072672945,6163.0,0.29044873022964496,0.08436046489201307,0.6328935197508433,2.9996172949598314,2.9996172949598314,0.021011493591349496,1496.7054958343506,19.759578704833984,19.95607327779134,75.0,1.3158190215000263,1.7313796973412865,19.999406000327085,22.750438690185547,22.750438690185547,16.767166137695312,0.07159591235225149,0.0051259746655512774,0.16334404986804518,0.02917508162450762,0.0008511853877966822,1.0417110681176067,1.111340880393982,0.16115270270606358,0.025970193589468907,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_4,3056.1005237154677,0.45558022072012644,0.4958787155144358,6163.0,0.24206979491704558,0.0585977856111805,0.5518092841837904,1.837802309925525,1.837802309925525,0.028651433108327264,190.36515917971548,4.1982553544706036e-10,2.5382021223962066,75.0,4.397569496194753,19.338617473862573,5.077507999796669,16.37059211730957,16.37059211730957,8.391782150448039e-22,0.03493177587766664,0.0012202289659675328,0.1899370116861819,0.042727111097247354,0.0018256060227165181,1.0311364444271927,1.1051950454711914,0.0691956319214043,0.004788035477002464,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_5,2095.34021299642,0.34665674912706373,0.33998705386928774,6163.0,0.21247947088041788,0.04514752554562235,0.40092233954263545,1.71872800133456,1.71872800133456,0.003104307996519017,245.4747229565909,5.279306072164536e-12,3.2729963060878786,75.0,4.530264896627092,20.523300033611683,5.588900147012521,12.470414161682127,12.470414161682127,0.0,0.02542719759731094,0.0006465423776526952,0.1835285678306962,0.05009739143804712,0.0025097486288969168,1.0815619023190983,1.2441177368164062,0.03731332798588163,0.0013922844453819769,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_6,3157.726235398382,0.4708076119457926,0.5123683653088402,6163.0,0.26329686016988246,0.06932523657531864,0.5760612626661957,2.1545944367572396,2.1545944367572396,0.029562556573106264,580.407790400489,9.507164001464844,7.7387705386731875,75.0,3.649664229145619,13.320048985505085,8.55620350597981,11.585077285766602,11.585077285766602,5.0734837338251015e-12,0.09737694868622937,0.009482270135440549,0.2283451854175297,0.08369164939575796,0.007004292178582474,1.058328722264576,1.2973036766052246,0.9181979608091445,0.8430874952340713,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_7,3197.8697506064746,0.43999768551289764,0.5188819975022675,6163.0,0.34306278840356097,0.11769207678722644,0.622037461990168,5.080773396406467,5.080773396406467,0.03101632137932559,389.31042885780334,4.897699356079102,5.190805718104045,75.0,1.7742409277814335,3.147930869814722,5.485653550208613,9.050507545471191,9.050507545471191,2.064519166946411,0.1895233078022738,0.03591908420031542,0.32944779599638413,0.07899413278959476,0.006240073015180129,1.051161737851079,1.3605891466140747,1.8192468288581107,3.3096590243102924,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_8,2851.8832470441466,0.42726369710407663,0.46274269788157496,6163.0,0.24001138173466174,0.057605463362181517,0.5212832893973297,1.9948691601584128,1.9948691601584128,0.012448010154447606,112.81186886329859,8.8715896708e-06,1.5041582515106477,75.0,2.741803424862883,7.5174860205898355,3.127295647388875,8.402756690979004,8.402756690979004,8.171530509538682e-20,0.12082753050750814,0.01459929212854281,0.21563772125987424,0.039502407008875494,0.0015604401594948559,1.0405257429458052,1.1539294719696045,1.6653412120199576,2.7733613524521012,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_9,2612.336984678549,0.37428529975403296,0.42387424706775095,6163.0,0.25103921183300937,0.06302068587773854,0.49263583223816687,2.6904368706313777,2.6904368706313777,0.0203322203677176,0.7135110998060532,0.005694206804037,0.009513481330747376,75.0,0.013792157622441951,0.0001902236118822836,0.016754997430998387,0.0797171145677566,0.0797171145677566,0.0,0.07044710067933238,0.004962793994123993,0.14746470626745892,0.06297547996061126,0.00396591107626935,1.0407051312782214,1.1879106760025024,0.668525413368962,0.4469262283201415,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_10,9790.553965098521,0.5753016766060971,1.588601973892345,6163.0,2.5837813303070374,6.675925962843205,3.0330813036082396,50.0367503530136,50.0367503530136,0.01079146969820943,12.437703235991647,0.0274798292666673,0.16583604314655528,75.0,0.29267104113371845,0.08565633831829472,0.3363895532337484,1.198232650756836,1.198232650756836,0.0001246689207619,0.5842998852702402,0.34140635592681584,0.6032235538392556,0.37404542725401446,0.13990998164963822,1.1066157672558528,1.5270487070083618,1.8013713808469345,3.2449388517343913,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_11,16184.581821492951,2.0446081240074467,2.6260882397359975,6163.0,2.317895906391345,5.3726414328657555,3.502710504130403,19.378001299260152,19.378001299260152,0.008157512709312253,9.773216069792394,0.0382213667035102,0.13030954759723193,75.0,0.23150606459867476,0.053595057945965766,0.26566075385905424,1.004738688468933,1.004738688468933,0.0015976830618456,0.5365506455387276,0.28788659522802523,0.9002499485659536,0.15225820150071953,0.023182559924233712,1.3066952516753019,1.5663079023361206,1.2501986527865325,1.5629966714292607,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_12,18976.158626105607,2.475704377835399,3.079045696268961,6163.0,2.2387715216093076,5.012097925968855,3.806917430898819,25.970542177735208,25.970542177735208,0.04892640447701857,50.72624533995986,0.8860139846801758,0.6854898018913494,74.0,0.43910239321224687,0.19281091172472264,0.8140682896549676,1.2214534282684326,1.2214534282684326,0.0340458117425441,0.441548278430444,0.19496488218488886,0.999752511332122,0.18133525814247198,0.03288247584559695,1.1905217060886462,1.5502793788909912,0.9348565415842418,0.8739567533428492,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_13,20631.121253749636,2.7333594380442596,3.3475776819324414,6163.0,2.211671333080735,4.891490085571115,4.012202191084503,14.734833698342994,14.734833698342994,0.0844502323428534,51.55242018328863,0.6981771290302277,0.6966543268011978,74.0,0.34657747975440534,0.12011594947291523,0.7781023072345596,1.2216534614562988,1.2216534614562988,0.0004136126372031,0.08049511127717868,0.006479462939525377,1.1758554056187844,0.13665959988543697,0.01867584624084772,1.0063812489006583,1.2704904079437256,0.18028524239713273,0.032502768626192904,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_14,19629.52066698978,2.531649279608268,3.1850593326285543,6163.0,2.4132512924232548,5.823781800382509,3.9960461399672007,19.60204381343656,19.60204381343656,0.012699537630562474,39.044922119472176,0.5350567698478699,0.52763408269557,74.0,0.42567650138193597,0.18120048382876536,0.6779367293861285,1.361724019050598,1.361724019050598,0.0051894527859985,0.09139585409948439,0.008353202146574238,1.1939823051825424,0.13695938245134623,0.01875787244145412,1.0113018052929648,1.2968522310256958,0.7663778414287132,0.5873349958329339,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_15,18032.814632197013,2.35695732552677,2.926454825088772,6162.0,2.378382284060584,5.656702289133241,3.771052920925215,18.52358950080287,18.52358950080287,0.007933554913389457,54.52972726896405,0.6896688938140869,0.7368882063373521,74.0,0.3951874294785168,0.1561731044178377,0.8361682444681319,1.2609195709228516,1.2609195709228516,0.0385786369442939,0.09162955952065512,0.008395976177949278,1.1964840130966872,0.13194339285224804,0.01740905891736266,0.9902937605478244,1.2550349235534668,0.7584470737648746,0.5752419637025011,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_16,24892.23770484388,3.432149174950773,4.03963610919245,6162.0,2.810676070250265,7.899899971877472,4.921235603643559,19.81338352090612,19.81338352090612,0.1417566404478774,86.40865290164948,1.166814148426056,1.167684498670939,74.0,0.04099416600317526,0.0016805216462958898,1.168403872846499,1.255303144454956,1.255303144454956,1.0937533378601074,0.07622699597188361,0.005810554914897559,1.1619625011863859,0.149695969223971,0.022408883201904074,0.9582497788764025,1.242526292800903,0.22536034194852833,0.05078728372315761,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_17,18620.08665318445,2.4951785099681265,3.0217602488127966,6162.0,2.507149778393013,6.285800011296134,3.9264277673989247,18.53710353843529,18.53710353843529,0.008224943754122326,80.37156057357788,1.0827085971832275,1.0861021699132145,74.0,0.0665107919196814,0.004423685441783157,1.0881367602153584,1.1915037631988523,1.1915037631988523,0.9341140985488892,0.24213729291763908,0.05863046862148255,1.1865390177207846,0.13885814707753613,0.01928158500980666,0.9589123820469035,1.2515665292739868,0.7312484664611955,0.5347243197018501,car
\1. Car_CSV\Auto-2023-05-14_16-22-43_18,6311.5292492808985,0.4839247217450374,1.024266350094271,6162.0,1.5109380980279261,2.2829339360722467,1.8253918735459755,29.678463326520898,29.678463326520898,0.001795671636257475,51.02248270716518,0.6758146286010742,0.6894930095562862,74.0,0.4817794048241079,0.23211139491267166,0.8411373283475515,2.538731813430786,2.538731813430786,0.0088697345927357,0.5126680114318283,0.26282848994546526,1.0331537668742719,0.23724412882675186,0.05628477666276443,0.9839071112439133,1.3333550691604614,1.5187934665997784,2.306733594186172,car
\1. Car_CSV\Car-2023-05-04_09-47-00_0,8411.242928591615,1.006153330432891,1.3877648785005139,6061.0,1.4807677739385579,2.192673200334952,2.0294246865391425,32.41224048527095,32.41224048527095,0.015619494466506297,436.4137181034158,5.154092060753697,7.154323247596981,61.0,7.111869078760648,50.578681793431834,10.087766002665726,19.925052047413505,19.925052047413505,0.0,0.161222451599873,0.025992678899873393,0.1625603871365584,0.06237655978356361,0.003890835210432485,0.3389948624343317,0.4470509799267154,1.7879841703878914,3.196887393557676,car
\1. Car_CSV\Car-2023-05-04_09-47-00_1,6168.042704675663,0.9274815741478266,1.0178288291543998,6060.0,0.5567910637775613,0.3100162887025483,1.1601688731216524,6.512308749103221,6.512308749103221,0.031208115163540676,1711.7871499633713,30.21492366262305,28.06208442562904,61.0,3.9439909896798504,15.555064926675847,28.33788360548133,31.77994903645143,31.77994903645143,18.504861571175905,0.022768115899200823,0.0005183871015994414,0.03546811568185437,0.015002593657825563,0.00022507781646182782,0.3579528312018865,0.385156011794343,0.05154389974704759,0.0026567736011336926,car
\1. Car_CSV\Car-2023-05-04_09-47-00_2,4225.332114844923,0.6395160378036635,0.6972495239018025,6060.0,0.34464212455383453,0.11877819401698078,0.7777757341279496,2.827687732513786,2.827687732513786,0.03150786679068228,1604.9688643027557,25.431751058676035,26.310964988569765,61.0,1.9696411252932142,3.879486162446319,26.384585742288813,30.24651332447764,30.24651332447764,23.88479939580409,0.007827224698385845,6.126544647902139e-05,0.03736742914570542,0.009357710688416723,8.756674932810859e-05,0.31134109780876484,0.3267986181645707,0.0068513467421680236,4.694095218141639e-05,car
\1. Car_CSV\Car-2023-05-04_09-47-00_3,5158.3984099182835,0.7842948295254708,0.8512208597224891,6060.0,0.4403723461485172,0.19392780325234948,0.9583865375092885,6.406169861429114,6.406169861429114,0.02178789228371027,1869.9935818382185,32.602038871472054,30.655632489151124,61.0,2.786005849762304,7.761828594909776,30.781969266192302,33.23159057472473,33.23159057472473,24.084201173479634,0.02657815963743863,0.0007063985697131719,0.029357193687619812,0.013508550155265059,0.00018248092729731166,0.3454784732532538,0.3696821604583398,0.07541687022926381,0.0056877043151776175,car
\1. Car_CSV\Car-2023-05-04_09-47-00_4,4902.163451517867,0.7578317988571273,0.8089378632867766,6060.0,0.3870456427664107,0.149804329584464,0.89676351188228,4.554492626534592,4.554492626534592,0.025245779645581574,1987.2531904923774,32.94855818406762,33.12088650820629,60.0,0.8975345529863018,0.8055682738043205,33.13304530771788,35.06815616069991,35.06815616069991,31.93041156606368,0.01802852180156342,0.00032502759834944755,0.019736988395402857,0.013155137183956238,0.00017305763432870808,0.32245584449334863,0.3515628116701655,0.14831858501716363,0.021998402661493596,car
\1. Car_CSV\Car-2023-05-04_09-47-00_5,4620.44806633645,0.7006687129830058,0.7624501759631106,6060.0,0.3773860913627177,0.14242026195402954,0.8507352894879863,3.0162990536511862,3.0162990536511862,0.02462158928616634,1826.7790982028728,31.673639561629713,30.44631830338121,60.0,4.196565043751987,17.61115816644111,30.73417408028475,35.246009975837026,35.246009975837026,24.71578577513237,0.015073548227706395,0.0002272118561729906,0.024818221201562615,0.01579023161285852,0.0002493314143877165,0.29953478577181286,0.3180944971799289,0.28242739876151485,0.07976523557119573,car
\1. Car_CSV\Car-2023-05-04_09-47-00_6,3909.4111782599857,0.6048884693745968,0.6451173561485125,6060.0,0.30348311400391453,0.092102000485513,0.7129364653947502,2.7720336195112485,2.7720336195112485,0.008891849024252897,1507.635367739365,24.93317723160792,25.127256128989416,60.0,0.7154827668057083,0.5119155895959516,25.137440525268918,26.677693226299056,26.677693226299056,24.17203577532236,0.0044273422889549085,1.9601359743568486e-05,0.03365297838118276,0.012193322740464557,0.00014867711945313009,0.3155677281729452,0.3371821913383341,0.8650666438602577,0.7483402983196499,car
\1. Car_CSV\Car-2023-05-04_09-47-00_7,3541.739573043147,0.5444554968565991,0.5844454740995292,6060.0,0.28246520587197993,0.0797865925283,0.6491248760629371,2.4854433570736347,2.4854433570736347,0.024101409652032495,1398.9715274167847,23.346761283449574,23.316192123613078,60.0,0.6840034786598556,0.46786075881878353,23.326222924083858,24.62758935400116,24.62758935400116,22.21526508308788,0.02041799316817413,0.00041689444501560543,0.02095599637835927,0.010381554609482566,0.0001077766761096687,0.3182001852037263,0.3403415882453086,2.280112126340301,5.198911308684088,car
\1. Car_CSV\Car-2023-05-04_09-47-00_8,4195.567236864954,0.5908129878230697,0.6923378278655039,6060.0,0.4371443485060902,0.19109518143081403,0.8187959753957869,3.4008516508053135,3.4008516508053135,0.03547253230359626,1347.9968747840405,23.002433232649867,22.46661457973401,60.0,1.3099757187530614,1.7160363837225996,22.504772983925864,23.66546113470732,23.66546113470732,18.45444029129235,0.02580578253045763,0.0006659384120092721,0.04058023682829641,0.008070308669879568,6.512988202713332e-05,0.3149500044937185,0.3346066124109538,0.08975976878458851,0.00805681609226279,car
\1. Car_CSV\Car-2023-05-04_09-47-00_9,6217.993040238959,0.8403011294387177,1.0260714587853068,6060.0,0.6607576294974072,0.43660064493903283,1.2204193064159714,4.100029538000885,4.100029538000885,0.015369666120362092,1301.3230516054725,23.297862329295945,21.688717526757877,60.0,3.1126955558287803,9.68887362327624,21.910941138590335,25.569219223907982,25.569219223907982,17.247465826786822,0.07392680403266369,0.005465172354483861,0.0739341345425619,0.02460996819080306,0.0006056505343523385,0.34951887880837645,0.4106930690641845,1.9101385267875335,3.6486291915180487,car
\1. Car_CSV\Car-2023-05-04_09-47-00_10,3881.751892386437,0.5719776839603776,0.6405531175555176,6060.0,0.390331114553331,0.15235837898844562,0.7501111087022632,5.05350118361734,5.05350118361734,0.03020222334157005,1138.7739858742696,16.7331660196686,18.979566431237824,60.0,3.549070056816873,12.595898268194123,19.308543191705684,25.119709316088283,25.119709316088283,15.418968682550668,0.028833484005896713,0.0008313697999183016,0.03309495862815028,0.0214555257826778,0.0004603395866111518,0.31401000372934307,0.3399967651767228,0.21352295047900147,0.04559205038125811,car
\1. Car_CSV\Car-2023-05-04_09-47-00_11,6612.325237276174,0.8560959724606156,1.0911427784284116,6060.0,0.8366648321451702,0.7000080413485058,1.3749911287950114,8.48743775883127,8.48743775883127,0.03064747015320889,905.1569358420827,16.595304424527132,15.08594893070138,60.0,5.871148126472223,34.47038032297829,16.188151082279546,22.89373433838846,22.89373433838846,5.824411712571474,0.061696144763850345,0.003806414278721979,0.06253735466027315,0.04061082869909731,0.0016492394076274258,0.3511680886699567,0.4393368953433312,1.438725412184085,2.069930811664265,car
\1. Car_CSV\Car-2023-05-04_09-47-00_12,6216.597739002398,0.6961968901006741,1.0258412110565014,6060.0,0.9230461510763758,0.8520141970169116,1.3799870967943075,10.571763705692844,10.571763705692844,0.04770696212255865,871.5783592024143,16.53584340893323,14.526305986706905,60.0,5.291613808103488,28.001176694111496,15.460101626882937,22.18173790570104,22.18173790570104,5.769231799781632,0.039568519204890434,0.001565667712067783,0.04543479773068006,0.029495486742537897,0.0008699837381792289,0.30555641350844,0.3896472856620014,0.7443076619410928,0.5539938956242161,car
\1. Car_CSV\Car-2023-05-04_09-47-00_13,4184.689402985054,0.3710184016547461,0.6905428057731111,6060.0,1.4696692251017534,2.159927631211188,1.6238155676726929,45.70880498240057,45.70880498240057,0.018330796882504777,142.68818328757732,0.5678418610160252,2.3781363881262885,60.0,2.957934790679689,8.749378225913297,3.795380205782241,7.938349348168365,7.938349348168365,0.0,0.07737416533501659,0.005986761461290483,0.07786427582762334,0.035081729802193644,0.0012307277659141214,0.3279629462223661,0.5634757272795342,0.7136011818830731,0.5092266467849187,car
\1. Car_CSV\Car-2023-05-09_13-33-11_0,2234.04588339754,0.41328589062891496,0.7476726517394712,2988.0,1.2949650524941965,1.676934487181297,1.4953089584899935,19.071488071424874,19.071488071424874,0.0,285.6059786975384,5.362189769744873,4.68206522454981,61.0,2.3190962208359656,5.3782072814956585,5.224934645374458,8.576027870178223,8.576027870178223,0.0,0.29584329585549884,0.08752325570264421,0.3596139862931717,0.33016446024541624,0.10900857080914703,0.4626219794442414,1.4449892044067385,2.6760774082589105,7.161390294993728,car
\1. Car_CSV\Car-2023-05-09_13-33-11_1,965.8969165673399,0.2350416715842932,0.3232586735499799,2988.0,0.3119891791822983,0.09733724792684421,0.4492587427665005,2.5829216317593735,2.5829216317593735,0.005878288498525185,249.31513924524188,3.533087015151977,4.0871334302498665,61.0,3.3855939776807373,11.462246581708076,5.307250348191059,10.01262664794922,10.01262664794922,0.0494388900697231,0.06776578145947323,0.004592201136813087,0.20225319106654416,0.0821896926025331,0.006755145570098885,0.5017544202790828,0.7513052821159363,0.1705212561119095,0.029077498785983435,car
\1. Car_CSV\Car-2023-05-09_13-33-11_2,1715.6045585738493,0.4614807417724375,0.5741648455735774,2988.0,0.42950510897399186,0.18447463863476063,0.7170355001862116,4.286515010609689,4.286515010609689,0.011862581176876035,733.2158994674683,12.053075790405272,12.019932778155217,61.0,0.7773731851576535,0.6043090690021554,12.04504433617296,13.333223342895508,13.333223342895508,10.497126579284668,0.06547977640504635,0.004287601118054865,0.2903631478932086,0.04579840504205756,0.0020974939043963635,0.46586324283214603,0.5627331137657166,1.5052853803664175,2.2658840763448698,car
\1. Car_CSV\Car-2023-05-09_13-33-11_3,1610.7817239498324,0.43978010151155467,0.5390835756190872,2988.0,0.38303587090290786,0.14671647839834911,0.6613074775780243,3.1100563371709846,3.1100563371709846,0.0410015264415225,841.099368095398,13.814969062805176,13.788514231072098,61.0,0.7033200630065743,0.49465911102757176,13.80643993980727,15.479008674621582,15.479008674621582,12.55372142791748,0.0343614075603144,0.0011807063295260316,0.46424010656972514,0.036003272256254215,0.0012962356131579643,0.4272256555469097,0.5255534052848816,0.5435999775005983,0.295500935538651,car
\1. Car_CSV\Car-2023-05-09_13-33-11_4,1148.368462566195,0.33616116933705126,0.38432679470086845,2988.0,0.2415754019502687,0.058358674827433885,0.4539446661791252,2.562514815009849,2.562514815009849,0.02027465438160343,856.8609371185303,13.925554275512695,14.046900608500497,61.0,1.1881434869382381,1.411684945553755,14.097060035718277,16.421249389648438,16.421249389648438,11.479722023010254,0.034481959858338435,0.0011890055556720632,0.4784700647163811,0.029544430756108277,0.0008728733887024766,0.4168950954369691,0.4816336333751678,2.376919451822545,5.649746080452389,car
\1. Car_CSV\Car-2023-05-09_13-33-11_5,1100.6827489230516,0.3257729482898052,0.3683677205231096,2988.0,0.2128497482884262,0.04530501534644639,0.4254407042936045,1.5624794058294866,1.5624794058294866,0.017829103201618308,949.9516181945801,15.151366233825684,15.572977347452133,61.0,2.4265280311954007,5.888038286177029,15.760890258815785,21.714414596557617,21.714414596557617,12.35535717010498,0.051639386009020086,0.002666626187388579,0.4388953956294487,0.042007941619070836,0.0017646671590712637,0.43591615420864854,0.518744945526123,2.2553641421302046,5.086667413606714,car
\1. Car_CSV\Car-2023-05-09_13-33-11_6,1325.5685029590986,0.3592647187675737,0.44363069041469166,2988.0,0.3268061602094612,0.10680226635085201,0.5510085805399658,4.3484279095719325,4.3484279095719325,0.01873013312392895,1025.1395568847656,17.927742958068848,17.08565928141276,60.0,3.048848658159714,9.295478140362286,17.355553325114364,21.56780815124512,21.56780815124512,10.14084815979004,0.1298765994751301,0.01686793109122337,0.4027088848419289,0.08355748157540013,0.006981852727223333,0.4271078131670936,0.516728937625885,2.9049411783842634,8.438683249872552,car
\1. Car_CSV\Car-2023-05-09_13-33-11_7,1131.2037416782846,0.3157355493074573,0.3785822428642184,2988.0,0.2540532388615996,0.06454304817606898,0.4559249530220638,3.4148367314589962,3.4148367314589962,0.009229771945409694,1072.130166053772,20.098840713500977,17.8688361008962,60.0,6.002172907594956,36.0260796126669,18.84997037698888,27.72956085205078,27.72956085205078,8.448205947875977,0.11602202995576781,0.013461111435057084,0.3487064781346333,0.08593516840270878,0.007384853168401916,0.4855992539617352,0.6117642521858215,1.7539058652203232,3.0761857840542506,car
